REGION,LOCALITE,NOM_BANQUE,CATEGORIE,NOM GUICHET,ADRESSE GUICHET,latitude,longitude
LOCALITE,BANQUE,CATEGORIE,CODE GUICHET,ADRESSE GUICHET,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000Z5,"BOULEVARD OUED MOULAYA, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000Z7,"44, BOULEVARD ZERKTOUNI, CASABLANCA",,,
CHEFCHAOUEN,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,15000W9,PLACE OUTA HAMMAM,,,
CHICHAOUA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,46500A1,"CENTRE CT 12/07, QUARTIER ADMINISTRATIF",,,
DAKHLA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,53000KC,ANGLE AVENUE ABDERRAHIM BOUABID ET RUE OUED TANSIFT DAKHLA,,,
DAKHLA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,53000N1,"IMM. CHAIMAA, AVENUE AHMED BEN CHEKROUN, MASSIRA II, DAKHLA",,,
DAR GUEDDARI,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33700X0,"BOULEVARD MOHAMED V, DAR GUEDDARI",,,
DAR OULD ZIDOUH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,09400AG,"202, LOTISSEMENT AL FELLAH, DAR OULD ZIDOUH",,,
DCHEIRA EL JIHADIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,02000K3,"IMMEUBLE CHOUKRI, ROUTE BIR ANZARANE, LOT ESSAADA",,,
DEMNATE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,08100A2,"AVENUE MOHAMED V, AIT OUGANOUNE",,,
DEROUA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,62400HX,N 42 AL MADINA 1 DEROUA,,,
DRARGUA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01900KQ,"IMMEUBLE NAIT AHMED, HAY SIDI SAID, ROUTE DRARGUA - TIKIOUINE DRARGUA",,,
DRIOUCH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,50100M4,"175-177, AVENUE HASSAN II",,,
ECHEMMAIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,60100H8,AVENUE LA MARCHE VERTE,,,
EL AIOUN SIDI MELLOUK,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,58700M3,"9, RUE BIR ANZARANE, BP 71",,,
EL BOROUJ,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,62600A3,RUE PRINCIPALE EL BOROUJ,,,
EL GARA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,62200B6,"50, AVENUE HASSAN II",,,
EL GUERDANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,03100U9,"IMMEUBLE CHOUKH, HAY SEFSAF, ROUTE SEBT EL GUERDANE",,,
EL HAJEB,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4910071,"1, AVENUE AL MASSIRA AL KHADRA",,,
EL HAJEB,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,49100Z6,EL HAJEB,,,
EL JADIDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1700005,"24, AVENUE HASSAN II",,,
EL JADIDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1700036,"18, BOULEVARD AL JAMIA AL ARABIA",,,
EL JADIDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,17000GQ,AVENUE BIR ANZARANE - EL JADIDA,,,
EL JADIDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,17000GU,N°718 QUARTIER ES-SALAM EL JADIDA,,,
EL JADIDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,17000HB,ANGLE ROUTE SIDI BOUZID ET RUE BENDAGHA  EL JADIDA,,,
EL JADIDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,17000MN,BD MED VI RESIDENCE YASSIR 2,,,
EL JADIDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,17000T3,24 AV HASSAN II,,,
EL KBAB,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,38500B2,EL KBAB,,,
EL KELAA DES SRARHNA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1900056,PLACE BIR ANZARANE,,,
EL KELAA DES SRARHNA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,19000AI,"53, BOULEVARD YOUSSEF BNOU TACHFINE, EL KELAA DES SRAGHNA",,,
EL KELAA DES SRARHNA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,19000LJ,54 AVENUE IMAM MALIK ET AVENUE AHMED EL MELLAKH KELAA SRAGHNA,,,
EL KSIBA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,0960032,EL KSIBA,,,
ERRACHIDIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,2100009,AVENUE MOULAY ALI CHERIF,,,
ERRACHIDIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,21000KN,AV MED VI ERRACHIDIA  TARGUA,,,
ERRACHIDIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,21000LO,ANGLE TARGUA  RUE YOUSSEF IBN TACHFINE  ERRACHIDIA 52000,,,
ER-RICH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,23100A5,CENTRE OUTAT EL HAJ,,,
ER-RISSANI,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,23500AO,"AVENUE HASSAN II, RISSANI",,,
ESSAOUIRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,24000D5,HAY LALLA AMINA,,,
ESSAOUIRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,24000GR,106 AL BORJ 1 ESSAOUIRA,,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,2700006,FES,,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,2700015,"2, AVENUE MY HICHAM, ROUTE IMOUZZAR, BOURAMMANA FES",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,2700040,"23, RUE ABOU NOUAIM, VILLE NOUVELLE",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000BA,"17, ANGLE AVENUE EGYPTE ET BOULEVARD LALLA HASNAA, FES",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000BE,"320, QUARTIER BEL AIR, ROUTE SIDI HARAZEM, FES",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000CB,"AGDAL, FES",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000FF,N46 LOT B4 GOULMIMA RUE TISLIT QUART  MONTFLEURI 2 FES,,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000G0,"BOULEVARD SAINT LOUIS, EL ADARISSA, ROUTE AIN CHKEF, FES",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000G8,"3, RUE ABOU TAIEB MOUTANABI, ATLAS",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000GM,"LOT A BIS, HAY NASSIM, BENSOUDA, FES",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000K5,"252, ANGLE BOULEVARDS MY RACHID ET EL WAFAA, ROUTE DE SEFROU",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000M7,ANGLE AV QUARAOUIYENE ET NAMAA NARJIS,,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000MM,LOT BENNIS AV MOHAMMED 6 ZOUAGHA FES,,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000Q5,"IMMEUBLE AL FADILI, PLACE DE FLORENCE",,,
FES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,27000X2,"MARCHE DE GROS, BENSOUDA",,,
FIGUIG,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,31000DR,BD HASSAN II FIGUIG,,,
FNIDEQ,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,72600JI,"235, AV HASSAN II - FNIDEQ",,,
FQUIH BEN SALAH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1010055,AVENUE YACOUB EL MANSOUR,,,
FQUIH BEN SALAH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,10100FB,AVENUE ALLAL BEN ABDELLAH. FKIH BEN SALAH,,,
FQUIH BEN SALAH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,10100N8,"167, BOULEVARD HASSAN II, FKIH BEN SALAH",,,
GHAFSAI,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,6710077,RHAFSAI,,,
GOULMIMA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,22300GP,AV HASSAN II GOULMIMA,,,
GUELMIM,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,32000M1,PLACE BIR ANZARANE,,,
GUELMIM,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,32000U1,ANGLE BOULEVARD HASSAN II ET YOUSSEF IBN TACHFINE,,,
GUERCIF,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,7030097,PLACE DE L'ARMEE ROYALE,,,
HAD DRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,24400MF,"DOUAR AIT HAMED, COMMUNE HAD DRA OUNAGHA CENTRE",,,
HAD KOURT,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,3330085,HAD KOURT,,,
HARHOURA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,82600FK,"RESIDENCE BADIA, MAGASIN N°2 AVENUE  MY ABDELLAH HARHOURA TEMARA",,,
HATTANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,40200MI,1 AVENUE MOHAMED V HATTANE,,,
HRARA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,59900DW,CENTRE DE HAD HRARA ROUTE DE CASABLANCA,,,
IFRANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,42000AL,3 RESIDENCE ALAKHAWAYNE RUE AL BARID HAY RIAD IFRANE,,,
IMINTANOUTE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4710067,"CT 12-03, QUARTIER ADMINISTRATIF",,,
IMOUZZER KANDAR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,28800FG,RES. RIAD ATLAS AV. HASSAN II RTE IFRANE,,,
IMZOUREN,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,05700AD,"225, BOULEVARD CASABLANCA, IMZOUREN",,,
INEZGANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,0210023,"101, BOULEVARD MOHAMED V",,,
INEZGANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,02100U0,ANGLE RUE KASBAH ET AVENUE MOHAMED V,,,
ISSAGUEN,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,05900NE,ROUTE NATIONALE EL OUHDA - ISSAGUEN CENTRE,,,
JAMAAT SHAIM,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,59600D1,"BOULEVARD MOHAMED V, PROVINCE DE SAFI",,,
JERADA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,58200HP,"311, BD. HASSAN II N° 406 -JERADA-",,,
JORF,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,22200KM,AVENUE MED V EL JORF,,,
JORF EL MELHA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,85100T6,JORF EL MELHA CENTRE,,,
KALAAT M'GOUNA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,55600W5,"2, AVENUE MOHAMED V, HAY EL MASJID",,,
KARIA BA MOHAMED,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,66500MD,M'KANSA CENTRE CERCLE KARIA BA MED,,,
KARIA BA MOHAMED,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,66500P6,AVENUE SAADIYINE,,,
KASBA TADLA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,10400BW,"LOT N° 8, QUARTIER LAMHIRZAT, BOULEVARD 20 AOUT, KASBA TADLA",,,
KASBA TADLA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,10400G4,BOULEVARD ZERKTOUNI,,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,3300007,"ANGLE AVENUES MOHAMED V ET MOHAMED DIOURI, KENITRA",,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,3300044,"162, AVENUE MOHAMED DIOURI",,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000AU,"145, BOULEVARD MASSIRA AL KHADRA, SAKNIYA, KENITRA",,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000C5,"AVENUE MOHAMED V,  B.P 207",,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000F5,KENITRA,,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000FS,LOT 159  BLOC C O/OUJIH KENITRA .,,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000FT,LOT 141 AZHAROUNE KENITRA,,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000FU,ANGLE RUE 155 ET RUE 164 OURIDA KENITRA,,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000FV,"BOULEVARD G , LOT 291,OULAD OUJIH 2, KENITRA",,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000KP,LOT 1115 KASBAH,,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000Q7,"384, AVENUE MOHAMED V, RESIDENCE AZHAR",,,
KENITRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33000T4,"7, IMM 6, RESIDENCE NADA, KENITRA",,,
KHEMISSET,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,3600048,"HAY RIAD, CENTRE COMMERCIAL RIAD",,,
KHEMISSET,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,3600051,"374, BOULEVARD MOHAMED V",,,
KHENIFRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,3800057,"AVENUE DE LA JUSTICE, QUARTIER ADMINISTRATIF",,,
KHENIFRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,3800072,"42, RUE DE LA HOLLANDE, COMPLEXE ESTIVAL",,,
KHNICHET,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33500BL,"BOULEVARD HASSAN II, KHNICHET",,,
KHOURIBGA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4000008,"35, BOULEVARD MOULAY YOUSSEF",,,
KHOURIBGA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4000060,"374, BOULEVARD MOHAMED V",,,
KHOURIBGA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,40000DX,"527, QUARTIER AL QODS 2P2  KHOURIBGA",,,
KHOURIBGA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,40000V7,"71, BOULEVARD ZELLAQA, KHOURIBGA",,,
KSAR EL KEBIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,7310052,AVENUE 20 AOUT,,,
KSAR EL KEBIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,73100HR,"BD OUED EL MAKHAZINE, HAY DOUKHANE, N°123 KSAR EL KBIR",,,
KSAR EL KEBIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,73100HS,"ROUTE LARACHE, N°15 BIS KSAR EL KBIR",,,
KSAR SGHIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,64700LX,KSER SGHIR CENTRE,,,
LAAOUNATE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,18200H1,ROUTE HAD OULAD FREJ - CENTRE DE LAAOUNATE,,,
LAATTAOUIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1940068,ATTAOUIA,,,
LAAYOUNE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,43000DD,ANGLE AV MEKKA ET RUE TABOUK  (ROUTE DES-SMARA) LAAYOUNE,,,
LAAYOUNE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,43000HG,"ANGLE BOULEVARD MOHAMMED V & BOULEVARD BALAFRIJ, PLACE CHOUHADA LAAYOUNE MARSA",,,
LAAYOUNE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,43000JX,RESIDENCE BHOY AVENUE MEKKA LAAYOUNE,,,
LAAYOUNE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,43000LT,AV MED SALEM BAIDA,,,
LAAYOUNE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,43000S2,AVENUE MEKKA,,,
LALLA MIMOUNA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,35600F7,LALLA MIMOUNA,,,
LAOUAMRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,73200KL,"216, LOT MABROUKA, LAAOUAMRA",,,
LARACHE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,7350018,"15, RUE ZERKTOUNI",,,
LARACHE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,73500D3,AVENUE DU 20 AOUT,,,
LARACHE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,73500IF,"134,LOT AL MAGHRIB AL JADID LARACHE",,,
LOUALIDIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,18700K8,"HAY MY ABDEDLAM, TOUTE REGIONAL 301, LOUALIDIA",,,
LQLIAA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01800FQ,IMMEUBLE OUSSI ROUTE AIT MELLOUL BIOUGRA LAQLIAA CENTRE,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4500010,AVENUE MOHAMED V,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4500065,"56, AVENUE KHALID BNOU WALID",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000AT,"8, PROJET FORUM DOHA SUD, ROUTE AGADIR, MARRAKECH",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000BR,"530, LOTISSEMENT ACHRAF, MANAR 3, SAADA, MARRAKECH",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000FW,N° 247 LOTISSEMENT SIDI MBAREK .,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000GA,N° 169 QUARTIER MHAMID B .,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000GN,"N° 12, 13, 14, 15 AVENUE DU GOLF RESIDENCE ERRABIA 2 SIDI YOUSSEF BEN ALI   .",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000H0,"AV MED V , GUELIZ.",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000H5,"2, AVENUE HASSAN II, IMMEUBLE DES HABOUS",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000HT,N° 396 MASSIRA II/B  MARRAKECH,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000IM,"LOT AGDAL, ROUTE OURIKA, COMMUNE MECHOUAR",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000IN,"LOT ASSANAOUBAR, N° 21, QUARTIER AL IZDIHAR. MARRAKECH",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000JG,"BD ABDELKRIM KHETTABI, RESIDENCE SOFIA PALMERAIE MAG N°2 MARRAKECH",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000JS,22 RUE MANSOUR EDDAHBI,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000KW,BD MED V GUELIZ,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000LK,"QUARTIER BAB DOUKKALA RMILA, RUE MEHDI GLAOUI",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000N4,LOUDAYA CENTRE,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000N7,AVENUE MOHAMED V,,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000NC,"LOT AGDAL, ROUTE OURIKA, COMMUNE MECHOUAR",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000U2,"75, RUE BAB AGNAOU",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000V5,"AVENUE ALLAL FASSI, LOT N0 2, MARRAKECH",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000V6,"LOT AZZOHOUR, 2, MADKHAL ENNAKHIL, N°11, MARRAKECH",,,
MARRAKECH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,45000X1,"BOULEVARD ZERKTOUNI, GUELIZ",,,
MARTIL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,72700MS,AVENUE MOULAY HASSAN - MARTIL,,,
M'DIQ,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,72800X8,BOULEVARD LALLA NEZHA,,,
MECHRAA BEL KSIRI,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,33600R4,"ROUTE PRINCIPALE, CENTRE MAAZIZ",,,
MEDIOUNA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,79300P4,"138, LOTISSEMENT TISSIR",,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4800011,PLACE AL OUAHDA AL IFRIQUIA,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4800070,MEKNES,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000BO,"44, BOULEVARD MOHAMED V, MARJANE 2, MEKNES",,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000BQ,"OUISSLANE, MEKNES",,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000DT,LOT 1 TRANCHE 3 MARJANE 1 MEKNES,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000DU,N 176 AV DES FAR VILLE NOUVELLE MEKNES,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000H7,"22, BOULEVARD MOHAMED V, IMMEUBLE SENTISSI",,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000HV,RUE IBN SINA QUARTIER BEL AIR BORGE MOULAY OMAR,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000LN,LOT EL YOUSSER N 21 SIDI BOUZEKRI MEKNES,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000MA,N 51 AV 1 TOULAL MEKNES,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000MQ,19 BD ANNASR MY MILIANA MEKNES,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000MR,292 HAY ESSALAM 2 SIDI SAID MEKNES,,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000Q2,"15, PLACE 2 SEPTEMBRE",,,
MEKNES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48000Z1,"39, ISMAILIA 60, BOULEVARD ABDELKRIM KHATTABI, MEKNES",,,
MIDAR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,52400AF,"BOULEVARD HASSAN II, MIDAR",,,
MIDELT,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,3910074,"83, BLOC DES HABOUS",,,
MIDELT,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,39100H4,MIDELT,,,
MISSOUR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,14400GK,ROUTE FES TAZA CENTRE VILLE RAS TBOUDA,,,
