REGION,LOCALITE,NOM_BANQUE,CATEGORIE,NOM GUICHET,ADRESSE GUICHET,latitude,longitude
LOCALITE,BANQUE,CATEGORIE,CODE GUICHET,ADRESSE GUICHET,,,
TEMARA,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,8250176,"BD HASSAN II, TEMARA SAINT ROSE, LOTISSEMENT 1, ATLAS",,,
TEMARA,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,8250240,BOULEVARD MOULAY IDRISS MASSIRA 1 TEMARA,,,
TEMARA,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,8250243,"QUARTIER AL WIFAQ, TEMARA",,,
TETOUAN,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,7200038,"18, ANGLE BOULEVARD SIDI MANDRI ET RUE TORRES",,,
TETOUAN,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,7200122,"ANGLE AV. DES F.A.R ET RUE MOHAMED DAOUD, SAFIR",,,
TETOUAN,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,7200308,"AVENUE DES F.A.R, QUARTIER MOULAY EL HASSAN",,,
TIFLET,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,3740426,AVENUE MOHAMMED V N° 92 TIFLET,,,
TINGHIR,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,5590434,AVENUE MOHAMED V  TINGHIR,,,
TIT MELLIL,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,7970374,LOTISSEMENT AMAL II N ° 30 TIT MELLIL,,,
TIZNIT,BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE (BMCI),BANQUE CONVENTIONNELLE,7500048,"3, QUARTIER VILLE NOUVELLE",,,
CASABLANCA,BCP SECURITIES SERVICES,BANQUE CONVENTIONNELLE,7800001,"IMM. C, 3, RUE BAB EL MANSOUR, ESPACE PORTES D'ANFA",,,
AGADIR,CAIXA BANK,BANQUE CONVENTIONNELLE,0100097,"AVENUE HASSAN II, IMMEUBLE TITRITE, BUREAU 41 , 4EME ETAGE, AGADIR",,,
CASABLANCA,CAIXA BANK,BANQUE CONVENTIONNELLE,7800022,"179, BOULEVARD D'ANFA, CASABLANCA",,,
TANGER,CAIXA BANK,BANQUE CONVENTIONNELLE,6400048,"ANGLE BOULEVARD MOHAMED V ET RUE VICTOR HUGO, TANGER",,,
RABAT,CDG CAPITAL,BANQUE CONVENTIONNELLE,8100001,CDG CAPITAL RABAT,,,
CASABLANCA,CFG GROUP,BANQUE CONVENTIONNELLE,7800001,"101, BD MASSIRA ALKHADRA, CASABLANCA_x000D_
",,,
CASABLANCA,CFG GROUP,BANQUE CONVENTIONNELLE,7800004,"5,7 RUE IBN TOUFAIL, PALMIER, CASABLANCA_x000D_
_x000D_
",,,
CASABLANCA,CFG GROUP,BANQUE CONVENTIONNELLE,7800005,"97, BD MASSIRA ALKHADRA, CASABLANCA_x000D_
",,,
CASABLANCA,CFG GROUP,BANQUE CONVENTIONNELLE,7800010,"5 ET 7 RUE IBNOU TOUFAIL CASABLANCA_x000D_
",,,
CASABLANCA,CFG GROUP,BANQUE CONVENTIONNELLE,7800015,"107 RUE TAHA HOUCINE QUARTIER GAUTIER  CASABLANCA_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,CFG GROUP,BANQUE CONVENTIONNELLE,7800016,"AVENUE 2 MARS 1 RUE ABOU HASSAN ASKARI MAG CASABLANCA _x000D_
",,,
CASABLANCA,CFG GROUP,BANQUE CONVENTIONNELLE,7800017,"QUARTIER RACINE 5 BD DU PHARE CASABLANCA_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,CFG GROUP,BANQUE CONVENTIONNELLE,7800029,"ANGLE BD ABDERRAHIM BOUABID ET RUE IBRAHIM ALLAMTOUNI, QUARTIER OASIS, CASABLANCA",,,
FES,CFG GROUP,BANQUE CONVENTIONNELLE,2700008,"34, AVENUE AHMED CHAOUKI  VILLE NOUVELLE, FES
_x000D_
",,,
FES,CFG GROUP,BANQUE CONVENTIONNELLE,2700012,FES PRIVATE,,,
MARRAKECH,CFG GROUP,BANQUE CONVENTIONNELLE,4500007,"N 40 LOTISSEMENT EL MENZEH AVE MED VI ET BD GUEMASSA MARRAKECH_x000D_
",,,
MARRAKECH,CFG GROUP,BANQUE CONVENTIONNELLE,4500020,N 40 LOTISSEMENT EL MENZEH AVE MED VI ET BD GUEMASSA MARRAKECH,,,
RABAT,CFG GROUP,BANQUE CONVENTIONNELLE,8100002,"AV MOHAMMED VI, 
CENTRE D'AFFAIRES ESSAADA 2 BUREAUX 5 ET 6 
KM 3,4 ROUTE DES ZAERS SOUISSI",,,
RABAT,CFG GROUP,BANQUE CONVENTIONNELLE,8100006,"AVENUE MOHAMED VI, ESSAADA 2, KM 3,4, ROUTE DES ZAERS, SOUISSI",,,
RABAT,CFG GROUP,BANQUE CONVENTIONNELLE,8100014,"ANGLE AVENUE ANNAKHIL ET BOULEVARD ADDOLD A RABAT RABAT_x000D_
_x000D_
",,,
RABAT,CFG GROUP,BANQUE CONVENTIONNELLE,8100025," AVENUE INAOUIN, 10000 RABAT",,,
RABAT,CFG GROUP,BANQUE CONVENTIONNELLE,8100026,4 AVENUE D'ALGER RABAT,,,
TANGER,CFG GROUP,BANQUE CONVENTIONNELLE,6400009,"118 RESIDENCE ZAID,RUE SIDI BOUABID TANGER",,,
CASABLANCA,CITIBANK MAGHREB,BANQUE CONVENTIONNELLE,7800001,"52, AVENUE HASSAN II",,,
RABAT,CITIBANK MAGHREB,BANQUE CONVENTIONNELLE,8100002,"2, RUE EL MAOUSSIL",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,0100001,"AVENUE GENERAL KETTANI, AGADIR",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000AN,"HOTEL TAMELLALT, ZONE BALNEAIRE, AGADIR",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000BJ,"160, ANGLE QUARTIERS AL HOUDA ET SALAM, AGADIR",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000DB,"AVENUE GENERAL KETTANI, AGADIR",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000HO,"LOCAL N° 4, IMMEUBLE GHI4-M4, PROJET ISLAN, HAY MOHAMMADI",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000LD,"IMM BAKCHICH, ROUTE AGADIR - TAROUDANT SIDI MOUSSA EL HAMRI",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000Q9,AVENUE HASSAN II,,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000S5,"30, SECTEUR A, LOTISSEMENT ZAITOUNE, TIKIOUINE, AGADIR",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000S7,"93, AVENUE HASSAN 1ER, CITE DAKHLA, AGADIR",,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000T0,AGADIR - PORT,,,
AGADIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01000Z9,PLACE GAUGUIN IMMEUBLE METQAL,,,
AGHBALA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,09700G6,AGHBALA,,,
AGOURAI,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,49300I7,"AVENUE DE LA MARCHE VERTE, ROUTE DE MEKNES",,,
AHFIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,57600C3,AVENUE MOHAMED V,,,
AHFIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,57600DS,LOTISSEMENT BOUKHRISS,,,
AIN ATTIG,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,82700KI,"33, LOTISSEMENT ESSADA AIN ATIG 0537644542",,,
AIN BNI MATHAR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,58300D9,HAY EL JADID,,,
AIN EL AOUDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,82200F3,AIN AOUDA,,,
AIN HARROUDA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,79600FC,PLACE ZENAT RUE 1 NUMERO 34 AIN HARROUDA,,,
AIN TAOUJDATE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,49200Z4,AIN TAOUJDATE,,,
AIT MELLOUL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,02200E1,"AIT MELLOUL, CENTRE AGADIR",,,
AIT MELLOUL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,02200KH,"ROUTE BOUIGRA 1,5 KM AIT MELLOUL",,,
AIT MELLOUL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,02200U4,AIT MELLOUL,,,
AIT OURIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4540063,AIT OURIR,,,
AKLIM,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,57700C2,"8, LOTISSEMENT ESSAADA",,,
AKNOUL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,69600A6,"241, BOULEVARD MOHAMED V",,,
AL AAROUI,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,51500N6,"273, BD HASSAN II, EL  AAROUI, POVINCE DE NADOR",,,
AL HOCEIMA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,05000E5,"85, BOULEVARD MOHAMED V",,,
AL HOCEIMA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,05000HH,"N°1, ANGLE AV BIR ANZARANE ET RUE BOUKRAA, HAY AL MANZAH - HOCEIMA",,,
AMIZMIZ,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4610064,AMIZMIZ,,,
AOULOUZ,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,04300JT,"IMM JALLALI, AVENUE MOHAMED V AOULOUZ",,,
AOURIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01700KR,"IMMEUBLE HADIM HAY ASSERGUIT, ROUTE IMOUZZER - AOURIR",,,
AREKMANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,52000J1,"CERCLE LOUTA, KARIAT AREKMANE",,,
ARFOUD,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,21800B1,"130, BOULEVARD MOHAMED V",,,
ASSILAH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,6430026,PLACE MOHAMED V,,,
AZEMMOUR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1760038,"241, BOULEVARD MOHAMED V",,,
AZEMMOUR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,17600FP,LOT FEDDAN AL MANZAH N3 SIDI ALI BENHAMDOUCH AZEMOUR,,,
AZILAL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,07000E7,"IMMEUBLE SALEH, AVENUE MOHAMED V",,,
AZROU,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,42500E0,AVENUE HASSAN II,,,
AZROU,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4250069,"ROUTE KHENIFRA, QUARTIER ADMINISTRATIF, BP 189",,,
BAB BERRED,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,15100KJ,BAB BERRED CENTRE,,,
BEJAAD,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4050062,PLACE MOHAMED V,,,
BELFAA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01300K1,"IMMEUBLE D'AKOUSS, HAD BELFAA, CENTRE BELFAA",,,
BEN AHMED,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,6150090,"11, ZANKAT AL HANSALI",,,
BEN AHMED,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,61500P1,ZANKAT EL HANSALI,,,
BEN GUERIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,20100JJ,HAY ZAOUIA N°2 BD HASSAN 2 BEN GUERIR,,,
BEN GUERIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,20100KX,BOULEVARD MOHAMED V BEN GUERIR,,,
BEN GUERIR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,20100P7,AVENUE MOHAMED V,,,
BEN TAIEB,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,52300BI,"BOULEVARD DRISS 1ER, BEN TIB",,,
BENI MELLAL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,0900003,AVENUE HASSAN II,,,
BENI MELLAL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,09000FA,"311, AVENUE HASSAN II BENI MELLAL",,,
BENI MELLAL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,09000GV,"N° 4, BOULEVARD 20 AOUT LOT OUMNIA, BENI MELLAL",,,
BENI MELLAL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,09000IO,BD. MED V. LOT HOURIA. BENI MELLAL,,,
BENI MELLAL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,09000L6,"84, BOULEVARD MOHAMED V, BENI MELLAL",,,
BENI YAZRHA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,28400K4,"AVENUE MOHAMMED V, BATIMENT MENBAA AL WAFAA",,,
BENSLIMANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1100034,"RUE TARIK BNOU ZIAD, BP 7",,,
BENSLIMANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1100053,ANGLE AVENUES DES FAR ET OUED ZEM,,,
BERKANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,5750082,"HAY AL MASSIRA, BP 201",,,
BERKANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,57500BN,"BOULEVARD MOHAMED V, BERKANE",,,
BERKANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,57500D4,"95, AVENUE MOULAY ABDELLAH",,,
BERKANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,57500DQ,"107, ROUTE SAADIA, HAY DAKHLA BERKANE",,,
BERKANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,57500I9,ANGLE BOULEVARD MOHAMED V ET RUE MOULAY YOUSSEF,,,
BERRECHID,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,6210019,"RUE MOULAY EL HASSAN, QUARTIER ADMINISTRATIF",,,
BERRECHID,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,6210092,AVENUE MOHAMED V,,,
BERRECHID,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,62100D8,BERRECHID,,,
BERRECHID,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,62100JR,"N°81,LOT NAIMA, HAY EL MASSIRA, BERRECHID",,,
BHALIL,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,28600GL,N° 45 HAY MSSILA AV LA MARCHE VERTE,,,
BIOUGRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01100JH,IMMEUBLE BOUA - ROUTE BIOUGRA KHMISS AAMIRA CENTRE,,,
BIOUGRA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,01100K2,"IMMEUBLE HIDA, AVENUE HASSAN II, BIOUGRA",,,
BNI ANSAR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,51100B5,PORT BENI N'SAR,,,
BNI BOUAYACH,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,05500CE,"QUARTIER N°1, BNI BOUAYACH",,,
BNI DRAR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,57100S8,"BOULEVARD HASSAN II, BP 36",,,
BOUARFA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,31200R6,BOULEVARD PRINCE SIDI MOHAMED,,,
BOUDNIB,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,21200KU,HAY EL MASSIRA BLOC 16 N° 76 BOUDNIB,,,
BOUFAKRANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,48100I8,"112, LOT TERREK, ROUTE D'IFRANE",,,
BOUJDOUR,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,13000GS,BOULEVARD HASSAN II BOUJDOUR CENTRE,,,
BOUJNIBA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,4010093,"4, BOULEVARD MOHAMED V, BOUJNIBA",,,
BOULEMANE,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,1400039,CENTRE DE BOULEMANE,,,
BOUMALNE DADES,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,5550078,RUE DE LA MOSQUEE,,,
BOUMIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,39500HW,RUE DE LA MARCHE VERTE BOUMIA,,,
BOUSKOURA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,79100AJ,BOUSKOURA CENTRE,,,
BOUZNIKA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,12100E3,"704, BOULEVARD BIR ANZARANE",,,
BOUZNIKA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,12100L1,"204, BOULEVARD BIR ANZARANE, BOUZNIKA",,,
BRADIA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,10800Z0,"LOTISSEMENT SANABIL, LOT N° 11, HAD BRADIA",,,
BZOU,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,0740033,BZOU,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,7800004,ROCHES NOIRES,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,7800095,ROND POINT CHADIA EL OULFA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,7800099,JAAFAR EL BARMAKI,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000A8,"181, BOULEVARD AL MASSIRA AL KHADRA,  CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000AR,"14, AVENUE MERS SULTAN, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000AS,"3, RUE BNOU HILAL, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000AV,"64, BOULEVARD S, LOTISSEMENT AL HAMIDIA, AL QODS, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000BD,"402, BOULEVARD AL KHALIL, AIN CHOCK, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000BF,"188, AVENUE MBAREK BEN BOUBKER HAMMADI, BERNOUSSI, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000BG,"46, BOULEVARD BAAMRANE, QUARTIER TARIK, SIDI BERNOUSSI, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000DN,ANGLE BD EL KHALILET BD 2 MARS CASA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000DO,SALMIA CASABLANCA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000F9,BOULEVARD YACOUB EL MANSOUR,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000FI,20 BD AZHAR PANORAMA BERNOUSSI  CASABLANCA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000FN,"265, BD LALLA ASMAA SIDI MOUMEN CASA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000FO,LOT AL MOUAHIDINE BD LA GRANDE CEINTURE N° 342 CASA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000GC,HAY AL BARAKA LOT 445 BD JOUDAR MED BENABDELLAH MY RACHID,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000GG,BD LES FORCES AUXILIAIRES N°108 CASA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000GH,ANGLE BD LHOUSSINE SOUSSI ET ABDELLAH IBRAHIM CASA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000H9,"61, AV OUED DAHAB CITY JEMAA SBATA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000HA,281 BD MOHAMED ZAFZAF SIDI MOUMEN CASBLANCA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000HE,382 BD MOKDAD LAHRIZI CASABLANCA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000HK,09 LOTISSEMENT AL KHOUZAMA - CASABLANCA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000IB,"52, BOULEVARD ABDELMOUMEN CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000IQ,BVD BOUCHAIB DOUKKALI N°593 CASA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000IR,"NR 4 LOT YASMINE, 1 BDV EL JOULANE",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000IU,10P RYAD OULFA GH 12 OULFA CASA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000J3,"115, BOULEVARD D'ANFA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000J4,"323, AVENUE 2 MARS",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000J5,"90, RUE 34, DERB MOULAY CHERIF",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000J6,"70, BOULEVARD JERADA, OASIS",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000J7,"PLACE ZELLAQA, IMMEUBLE TOUR ATLAS",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000J8,"64, BOULEVARD TAAOUNE, GROUPE 2, HAY HASSANI",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000JM,479 BD AL QODS HAY MY ABDELLAH,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000JO,30 RUE CONSTANTINOPLE MECHOUAR CASABLANCA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000JP,RESIDENCE MAWLID 6 ROUTE SIDI MAAROUF CASA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000K7,"124, AVENUE DU PHARE, BOURGONE, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000LG,"IMM MASUREL, 6 ANGLE  BD YACOUB EL MANSOUR ET RUE MALIK BNOU MOURHIL CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000O0,"493, ROUTE MEDIOUNA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000O1,"1, PLACE BANDOENG",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000O2,"946, AVENUE COMMANDANT DRISS EL HARTI, SIDI OTHMANE",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000O3,"AIN SEBAA, ROUTE DE RABAT, KM 7,5",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000R8,DERB EL FOKARA,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000R9,"ESPACE SANS PAREILLE, LOT TAOUFIK, IMMEUBLE 20 A 22, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000T9,25 AV AKID ALLAM HAY SALAMA 3,,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000V9,"43, AVENUE OUM RABII, CASABLANCA",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000W0,"KISSARIAT EL KHALDI, SIDI MAAROUF",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000W2,"837, MARCHE DE GROS, SIDI OTHMANE",,,
CASABLANCA,CREDIT AGRICOLE DU MAROC (CAM),BANQUE CONVENTIONNELLE,78000W3,BOULEVARD DES ALMOHADES,,,
